artist,song,album,album_type,release_date,artist_type,duration_ms,explicit,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,pop,dance,metal,rock,hip_hop,edm,r&b,country,emo,latin,k-pop,year
Maroon 5,Maps,V,album,2014-09-02,artist,189960,False,1,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,4,1,0,0,1,0,0,0,0,0,0,0,2014
Nick Jonas,Jealous,Jealous,single,2014-09-08,artist,222226,False,1,0.699,0.708,11,-3.835,0,0.108,0.00906,0.0,0.487,0.366,93.023,4,1,1,0,0,0,0,0,0,0,0,0,2014
Vance Joy,Riptide,Dream Your Life Away (Special Edition),album,2014-09-09,artist,204280,False,4,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,4,1,0,0,1,0,0,0,0,0,0,1,2014
Tove Lo,Habits (Stay High),Queen Of The Clouds,album,2014-09-24,artist,209160,False,13,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,4,1,1,0,0,1,1,0,0,0,0,0,2014
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),GDFR (feat. Sage The Gemini & Lookas),single,2014-09-29,artist,190185,False,1,0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889,4,1,1,0,0,1,0,0,0,0,0,0,2014
Alex & Sierra,Little Do You Know,It's About Us,album,2014-10-06,artist,185200,False,7,0.5,0.292,0,-8.554,1,0.0323,0.746,0.0,0.188,0.37,145.879,4,1,0,0,0,0,0,0,0,0,0,0,2014
Hozier,Take Me to Church,Hozier,album,2014-10-07,artist,241693,False,1,0.575,0.664,4,-5.303,0,0.0481,0.637,0.0,0.116,0.437,129.07,4,1,0,0,1,0,0,0,0,0,0,0,2014
Calvin Harris,Summer,Motion,album,2014-10-31,artist,222533,False,8,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4,1,1,0,0,0,1,0,0,0,0,0,2014
One Direction,Night Changes,FOUR (Deluxe),album,2014-11-17,artist,226600,False,7,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,4,1,0,0,0,0,0,0,0,0,0,0,2014
Pitbull,Time of Our Lives,Globalization,album,2014-11-21,artist,229360,True,4,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,4,1,1,0,0,1,0,0,0,0,1,0,2014
Usher,I Don't Mind (feat. Juicy J),I Don't Mind (feat. Juicy J),single,2014-11-21,artist,251989,True,1,0.87,0.464,4,-8.337,1,0.178,0.205,0.0,0.0902,0.457,112.974,4,1,1,0,0,1,0,1,0,0,0,0,2014
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",Listen (Deluxe),album,2014-11-24,artist,192560,False,10,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,4,1,1,0,0,0,1,0,0,0,0,0,2014
Selena Gomez,The Heart Wants What It Wants,For You,compilation,2014-11-24,artist,227360,False,1,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066,4,1,1,0,0,0,0,0,0,0,0,0,2014
Selena Gomez & The Scene,Who Says,For You,compilation,2014-11-24,artist,195266,False,5,0.676,0.923,4,-2.849,1,0.0508,0.0562,0.0,0.147,0.725,101.025,4,1,1,0,0,1,1,0,0,0,0,0,2014
Demi Lovato,Heart Attack,Demi (Deluxe),album,2014-11-28,artist,210840,False,1,0.498,0.792,8,-4.723,1,0.104,0.0897,0.0,0.238,0.498,173.917,4,1,1,0,0,0,0,0,0,0,0,0,2014
Demi Lovato,Neon Lights,Demi (Deluxe),album,2014-11-28,artist,233173,False,4,0.628,0.838,9,-4.199,1,0.132,0.0833,1.38e-06,0.0998,0.709,125.937,4,1,1,0,0,0,0,0,0,0,0,0,2014
Demi Lovato,Really Don't Care,Demi (Deluxe),album,2014-11-28,artist,201600,False,8,0.702,0.74,7,-3.583,1,0.0842,0.122,0.0,0.126,0.818,121.009,4,1,1,0,0,0,0,0,0,0,0,0,2014
Demi Lovato,Made In The USA,Demi (Deluxe),album,2014-11-28,artist,196093,False,2,0.578,0.865,8,-3.903,1,0.0407,0.00109,0.0,0.32,0.583,87.525,4,1,1,0,0,0,0,0,0,0,0,0,2014
Demi Lovato,Nightingale,Demi (Deluxe),album,2014-11-28,artist,216400,False,6,0.485,0.63,9,-5.547,1,0.0395,0.134,0.0,0.104,0.292,141.285,4,1,1,0,0,0,0,0,0,0,0,0,2014
WALK THE MOON,Shut Up and Dance,TALKING IS HARD,album,2014-12-02,artist,199080,False,3,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,4,1,1,0,1,0,0,0,0,0,0,0,2014
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack","Earned It (Fifty Shades Of Grey) [From The ""Fifty Shades Of Grey"" Soundtrack]",single,2014-12-23,artist,252226,False,1,0.659,0.381,2,-5.922,0,0.0304,0.385,0.0,0.0972,0.426,119.844,3,1,0,0,0,0,0,1,0,0,0,0,2014
Demi Lovato,Stone Cold,Confident (Deluxe Edition),album,2015-01-01,artist,191307,False,5,0.41,0.462,8,-7.534,1,0.0515,0.5,0.0,0.0975,0.354,139.861,3,1,1,0,0,0,0,0,0,0,0,0,2015
Meghan Trainor,Lips Are Movin,Title (Deluxe),album,2015-01-09,artist,182666,False,11,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,4,1,1,0,0,0,0,0,0,0,0,0,2015
Meghan Trainor,Dear Future Husband,Title (Deluxe),album,2015-01-09,artist,184226,False,3,0.655,0.782,1,-4.789,1,0.185,0.375,0.0,0.317,0.832,79.427,4,1,1,0,0,0,0,0,0,0,0,0,2015
Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),album,2015-01-09,artist,225053,False,6,0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,3,1,1,0,0,0,0,0,0,0,0,0,2015
Fall Out Boy,Centuries,American Beauty/American Psycho,album,2015-01-20,artist,228360,False,3,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,4,1,0,0,1,0,0,0,0,1,0,0,2015
Fall Out Boy,Uma Thurman,American Beauty/American Psycho,album,2015-01-20,artist,211573,False,5,0.623,0.962,4,-2.616,0,0.0895,0.103,0.000174,0.264,0.676,149.963,4,1,0,0,1,0,0,0,0,1,0,0,2015
George Ezra,Budapest,Wanted on Voyage,album,2015-01-20,artist,200733,False,2,0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812,4,1,0,0,1,0,0,0,0,0,0,1,2015
Rihanna,FourFiveSeconds,FourFiveSeconds,single,2015-01-24,artist,188238,False,1,0.582,0.272,2,-5.662,1,0.0501,0.875,0.0,0.13,0.354,205.846,4,1,1,0,0,0,0,0,0,0,0,0,2015
Fifth Harmony,Brave Honest Beautiful (feat. Meghan Trainor),Reflection (Deluxe),album,2015-01-30,artist,208293,False,14,0.511,0.872,6,-3.588,1,0.145,0.147,0.0,0.357,0.704,99.314,4,1,1,0,0,0,0,0,0,0,0,0,2015
Fifth Harmony,Top Down,Reflection (Deluxe),album,2015-01-30,artist,220320,False,1,0.831,0.677,1,-4.363,1,0.0429,0.244,1.34e-06,0.0443,0.759,101.025,4,1,1,0,0,0,0,0,0,0,0,0,2015
Fifth Harmony,BO$$,Reflection (Deluxe),album,2015-01-30,artist,171413,False,2,0.813,0.872,9,-5.224,1,0.107,0.00621,0.0,0.0498,0.736,103.016,4,1,1,0,0,0,0,0,0,0,0,0,2015
Fifth Harmony,Sledgehammer,Reflection (Deluxe),album,2015-01-30,artist,230906,False,3,0.671,0.777,2,-4.322,1,0.046,0.0057,0.0011,0.0783,0.289,99.98,4,1,1,0,0,0,0,0,0,0,0,0,2015
Fifth Harmony,Worth It (feat. Kid Ink),Reflection (Deluxe),album,2015-01-30,artist,224573,False,4,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,4,1,1,0,0,0,0,0,0,0,0,0,2015
Fifth Harmony,This is How We Roll,Reflection (Deluxe),album,2015-01-30,artist,272160,False,5,0.711,0.537,11,-5.806,0,0.0571,0.0726,0.0,0.286,0.409,127.924,4,1,1,0,0,0,0,0,0,0,0,0,2015
Fifth Harmony,Everlasting Love,Reflection (Deluxe),album,2015-01-30,artist,184506,False,6,0.574,0.653,9,-4.678,0,0.129,0.126,4.49e-06,0.0607,0.726,94.886,4,1,1,0,0,0,0,0,0,0,0,0,2015
Fifth Harmony,Them Girls Be Like,Reflection (Deluxe),album,2015-01-30,artist,162626,False,8,0.804,0.742,6,-3.894,1,0.0284,0.317,0.0,0.341,0.916,95.019,4,1,1,0,0,0,0,0,0,0,0,0,2015
Fifth Harmony,Reflection,Reflection (Deluxe),album,2015-01-30,artist,188560,False,9,0.722,0.614,1,-4.519,1,0.191,0.5,0.0,0.0422,0.753,150.288,4,1,1,0,0,0,0,0,0,0,0,0,2015
Fifth Harmony,Suga Mama,Reflection (Deluxe),album,2015-01-30,artist,219133,False,10,0.728,0.855,0,-6.806,1,0.379,0.0768,0.0,0.07,0.723,160.037,4,1,1,0,0,0,0,0,0,0,0,0,2015
Fifth Harmony,Going Nowhere,Reflection (Deluxe),album,2015-01-30,artist,214173,False,12,0.615,0.861,10,-2.203,1,0.106,0.127,6.74e-05,0.602,0.682,165.914,4,1,1,0,0,0,0,0,0,0,0,0,2015
Fifth Harmony,Body Rock,Reflection (Deluxe),album,2015-01-30,artist,243600,False,13,0.676,0.75,11,-5.205,0,0.0808,0.016,0.0,0.0988,0.407,128.037,4,1,1,0,0,0,0,0,0,0,0,0,2015
Fifth Harmony,Like Mariah (feat. Tyga),Reflection (Deluxe),album,2015-01-30,artist,208186,False,7,0.735,0.77,4,-4.851,1,0.143,0.112,0.0,0.129,0.492,97.981,4,1,1,0,0,0,0,0,0,0,0,0,2015
Fifth Harmony,We Know,Reflection (Deluxe),album,2015-01-30,artist,177173,False,11,0.425,0.336,10,-7.606,1,0.0542,0.586,0.0,0.0729,0.294,83.926,4,1,1,0,0,0,0,0,0,0,0,0,2015
Hayley Kiyoko,Girls Like Girls,This Side of Paradise - EP,single,2015-02-03,artist,229655,False,4,0.611,0.701,6,-5.235,1,0.0248,0.0109,9.83e-06,0.0994,0.604,142.027,4,1,1,0,0,0,1,0,0,0,0,0,2015
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Fifty Shades Of Grey (Original Motion Picture Soundtrack),compilation,2015-02-10,artist,250266,False,5,0.258,0.659,5,-5.903,0,0.0596,0.253,0.0,0.111,0.272,189.558,4,1,1,0,0,0,1,0,0,0,0,0,2015
Elle King,Ex's & Oh's,Love Stuff,album,2015-02-13,artist,202173,False,2,0.612,0.921,7,-2.882,1,0.085,0.0183,0.0,0.0576,0.446,139.988,4,0,0,0,1,0,0,0,0,0,0,0,2015
Jack Ü,Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,album,2015-02-24,artist,250285,False,9,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,4,1,1,0,0,0,1,0,0,0,0,0,2015
Kelly Clarkson,Heartbeat Song,Piece By Piece (Deluxe Version),album,2015-02-27,artist,198733,False,1,0.49,0.798,6,-3.66,1,0.0489,0.0137,0.0,0.0627,0.479,149.109,4,1,1,0,1,0,0,0,0,0,0,0,2015
Wiz Khalifa,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),single,2015-03-10,artist,229525,False,1,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,4,1,1,0,0,1,0,0,0,0,0,0,2015
Nicky Jam,El Perdón (with Enrique Iglesias),El Perdón (with Enrique Iglesias),single,2015-04-08,artist,207013,False,1,0.622,0.701,8,-5.452,1,0.0559,0.423,0.0,0.0955,0.645,179.998,4,0,0,0,0,1,0,0,0,0,1,0,2015
Shawn Mendes,Stitches,Handwritten (Deluxe),album,2015-04-13,artist,206880,False,2,0.746,0.754,1,-6.681,1,0.067,0.0152,0.0,0.0486,0.764,149.882,4,1,1,0,0,0,0,0,0,0,0,0,2015
Rixton,Me And My Broken Heart,Let The Road,album,2015-05-04,artist,193733,False,5,0.541,0.785,5,-4.199,0,0.0364,0.00631,0.0,0.135,0.503,174.088,4,1,0,0,1,0,0,0,0,0,0,0,2015
Rachel Platten,Fight Song,Fight Song - EP,single,2015-05-12,artist,204066,False,1,0.639,0.707,7,-5.062,1,0.0739,0.0881,0.0,0.176,0.352,87.944,4,1,1,0,1,0,0,0,0,0,0,0,2015
Twenty One Pilots,Ride,Blurryface,album,2015-05-15,artist,214506,False,3,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,4,0,0,0,1,0,0,0,0,0,0,0,2015
Little Mix,Black Magic,Black Magic,single,2015-05-21,artist,211786,False,1,0.777,0.898,4,-4.461,1,0.0581,0.0322,0.0,0.313,0.866,111.996,4,1,1,0,0,0,0,0,0,0,0,0,2015
Jason Derulo,Want to Want Me,Everything Is 4,album,2015-05-29,artist,207719,False,1,0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114.025,4,1,1,0,0,1,0,0,0,0,0,0,2015
Major Lazer,Lean On (feat. MØ & DJ Snake),Peace Is The Mission,album,2015-06-01,artist,176561,False,4,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4,1,1,0,0,1,1,0,0,0,0,0,2015
OMI,Cheerleader (feat. Kid Ink) - Felix Jaehn vs Salaam Remi Remix,Cheerleader (feat. Kid Ink) [Felix Jaehn vs Salaam Remi Remix],single,2015-07-17,artist,182333,True,1,0.794,0.741,4,-4.472,1,0.0456,0.0649,0.0,0.171,0.661,117.944,4,1,1,0,0,0,0,0,0,0,0,0,2015
Calvin Harris,How Deep Is Your Love,How Deep Is Your Love,single,2015-07-17,artist,212640,False,1,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,4,1,1,0,0,0,1,0,0,0,0,0,2015
One Direction,Drag Me Down,Drag Me Down,single,2015-07-31,artist,192106,False,1,0.723,0.711,0,-5.576,0,0.0378,0.0997,0.0,0.0528,0.606,138.098,4,1,0,0,0,0,0,0,0,0,0,0,2015
Drake,Hotline Bling,Hotline Bling,single,2015-07-31,artist,267023,False,1,0.896,0.623,2,-8.008,1,0.0571,0.00257,0.000258,0.039,0.585,134.962,4,1,0,0,0,1,0,0,0,0,0,0,2015
Selena Gomez,Good For You,Good For You,single,2015-08-07,artist,221560,True,1,0.605,0.678,5,-6.48,0,0.0511,0.179,0.0,0.0878,0.212,88.967,4,1,1,0,0,0,0,0,0,0,0,0,2015
Fifth Harmony,I'm In Love With a Monster,I'm In Love With a Monster,single,2015-08-14,artist,211932,False,1,0.666,0.812,6,-4.07,0,0.0647,0.0597,0.0,0.0603,0.868,145.059,4,1,1,0,0,0,0,0,0,0,0,0,2015
The Weeknd,Can't Feel My Face,Beauty Behind The Madness,album,2015-08-28,artist,213520,False,7,0.702,0.77,9,-5.416,0,0.0482,0.124,0.0,0.103,0.593,107.951,4,1,0,0,0,0,0,1,0,0,0,0,2015
The Weeknd,The Hills,Beauty Behind The Madness,album,2015-08-28,artist,242253,True,5,0.356,0.567,0,-7.011,0,0.0798,0.0861,0.0,0.137,0.109,135.553,5,1,0,0,0,0,0,1,0,0,0,0,2015
Tove Lo,Talking Body,Queen Of The Clouds (Blueprint Edition),album,2015-10-02,artist,238426,True,4,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999,4,1,1,0,0,1,1,0,0,0,0,0,2015
R. City,Locked Away (feat. Adam Levine),What Dreams Are Made Of,album,2015-10-09,artist,227480,False,2,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413,5,0,0,0,0,0,0,0,0,0,0,0,2015
Demi Lovato,Stone Cold,Confident,album,2015-10-16,artist,191307,False,5,0.481,0.462,8,-7.563,1,0.0527,0.477,0.0,0.0966,0.344,139.532,3,1,1,0,0,0,0,0,0,0,0,0,2015
Demi Lovato,Cool for the Summer,Confident (Deluxe Edition),album,2015-10-16,artist,214739,True,2,0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,4,1,1,0,0,0,0,0,0,0,0,0,2015
Demi Lovato,Cool for the Summer,Confident,album,2015-10-16,artist,214739,True,2,0.585,0.623,5,-5.567,0,0.037,0.00467,0.000124,0.075,0.252,114.098,4,1,1,0,0,0,0,0,0,0,0,0,2015
Demi Lovato,Confident,Confident,album,2015-10-16,artist,205745,True,1,0.594,0.749,3,-6.23,1,0.0757,0.00205,9.29e-05,0.137,0.33,129.969,4,1,1,0,0,0,0,0,0,0,0,0,2015
Adele,Hello,Hello,single,2015-10-23,artist,295493,False,1,0.481,0.451,5,-6.095,0,0.0347,0.336,0.0,0.0872,0.289,157.966,4,1,0,0,0,0,0,1,0,0,0,0,2015
Ellie Goulding,On My Mind,Delirium (Deluxe),album,2015-11-06,artist,213445,False,5,0.702,0.705,0,-6.666,1,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,4,1,1,0,0,0,1,0,0,0,0,0,2015
Little Mix,Secret Love Song (feat. Jason Derulo),Get Weird (Deluxe),album,2015-11-06,artist,249813,False,4,0.539,0.643,9,-3.982,1,0.0479,0.256,0.0,0.29,0.136,92.962,4,1,1,0,0,0,0,0,0,0,0,0,2015
Little Mix,Love Me Like You,Get Weird (Deluxe),album,2015-11-06,artist,197786,False,2,0.785,0.674,7,-3.936,1,0.043,0.208,0.0,0.284,0.848,106.058,4,1,1,0,0,0,0,0,0,0,0,0,2015
Little Mix,"Secret Love Song, Pt. II",Get Weird (Deluxe),album,2015-11-06,artist,266920,False,14,0.384,0.385,9,-7.252,1,0.0383,0.75,0.0,0.08,0.155,94.415,4,1,1,0,0,0,0,0,0,0,0,0,2015
Justin Bieber,Love Yourself,Purpose (Deluxe),album,2015-11-13,artist,233720,False,5,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,4,1,0,0,0,0,0,0,0,0,0,0,2015
Justin Bieber,What Do You Mean?,Purpose (Deluxe),album,2015-11-13,artist,205680,False,3,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,4,1,0,0,0,0,0,0,0,0,0,0,2015
Justin Bieber,Sorry,Purpose (Deluxe),album,2015-11-13,artist,200786,False,4,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,4,1,0,0,0,0,0,0,0,0,0,0,2015
Nick Jonas,Chains,Nick Jonas X2,album,2015-11-20,artist,203106,False,1,0.589,0.611,0,-5.881,0,0.0459,0.0151,0.0,0.0757,0.121,76.006,4,1,1,0,0,0,0,0,0,0,0,0,2015
Shawn Mendes,I Know What You Did Last Summer,Handwritten (Revisited),album,2015-11-20,artist,223826,False,13,0.657,0.769,9,-4.591,0,0.115,0.123,0.0,0.245,0.712,113.966,4,1,1,0,0,0,0,0,0,0,0,0,2015
G-Eazy,"Me, Myself & I",When It's Dark Out,album,2015-12-04,artist,251466,True,3,0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995,4,1,0,0,0,1,0,0,0,0,0,0,2015
Nathan Sykes,Over And Over Again,Over And Over Again,single,2016-01-15,artist,246895,False,1,0.575,0.27,8,-8.379,1,0.0367,0.96,0.0,0.107,0.404,129.816,4,1,0,0,0,0,0,0,0,0,0,0,2016
Rihanna,Work,ANTI (Deluxe),album,2016-01-28,artist,219320,True,4,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,4,1,1,0,0,0,0,0,0,0,0,0,2016
Rihanna,Love On The Brain,ANTI (Deluxe),album,2016-01-28,artist,224000,True,11,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,3,1,1,0,0,0,0,0,0,0,0,0,2016
Rihanna,Needed Me,ANTI,album,2016-01-28,artist,191600,True,7,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,4,1,1,0,0,0,0,0,0,0,0,0,2016
Charlie Puth,Dangerously,Nine Track Mind,album,2016-01-29,artist,199133,False,2,0.696,0.517,2,-8.379,0,0.0366,0.364,0.0,0.197,0.23,112.291,3,1,1,0,0,0,0,0,0,0,0,0,2016
Sia,Cheap Thrills,This Is Acting,album,2016-01-29,artist,211666,False,6,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,4,1,1,0,0,0,0,0,0,0,0,0,2016
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,album,2016-01-29,artist,217706,False,5,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,4,1,1,0,0,0,0,0,0,0,0,0,2016
Charlie Puth,One Call Away,Nine Track Mind,album,2016-01-29,artist,194453,False,1,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,4,1,1,0,0,0,0,0,0,0,0,0,2016
Charlie Puth,Marvin Gaye (feat. Meghan Trainor),Nine Track Mind,album,2016-01-29,artist,190453,False,3,0.795,0.616,1,-5.281,0,0.06,0.417,0.0,0.349,0.815,110.015,4,1,1,0,0,0,0,0,0,0,0,0,2016
The Chainsmokers,Don't Let Me Down,Don't Let Me Down,single,2016-02-05,artist,208373,False,1,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,4,1,1,0,0,0,1,0,0,0,0,0,2016
Alessia Cara,Scars To Your Beautiful,Know-It-All (Deluxe),album,2016-03-11,artist,230226,False,10,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,4,1,1,0,0,0,1,1,0,0,0,0,2016
ZAYN,PILLOWTALK,Mind Of Mine (Deluxe Edition),album,2016-03-25,artist,202746,True,2,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,4,1,1,0,0,0,0,0,0,0,0,0,2016
The Vamps,I Found A Girl - Acoustic,I Found A Girl (Acoustic),single,2016-04-01,artist,184248,False,1,0.705,0.641,11,-3.432,1,0.0459,0.493,0.0,0.321,0.65,176.036,4,1,1,0,0,0,0,0,0,0,0,0,2016
The Vamps,I Found A Girl,I Found A Girl,single,2016-04-01,artist,178989,False,1,0.72,0.827,4,-5.176,1,0.0475,0.00578,0.0,0.312,0.54,89.997,4,1,1,0,0,0,0,0,0,0,0,0,2016
Lukas Graham,7 Years,Lukas Graham,album,2016-04-01,artist,237300,False,1,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,4,1,0,0,0,0,0,0,0,0,0,0,2016
Calvin Harris,This Is What You Came For (feat. Rihanna),This Is What You Came For (feat. Rihanna),single,2016-04-29,artist,222160,False,1,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,4,1,1,0,0,0,1,0,0,0,0,0,2016
Meghan Trainor,NO,Thank You (Deluxe),album,2016-05-13,artist,213506,False,3,0.471,0.802,1,-3.599,0,0.27,0.0125,1.45e-06,0.702,0.653,88.615,4,1,1,0,0,0,0,0,0,0,0,0,2016
Ariana Grande,Let Me Love You,Dangerous Woman,album,2016-05-20,artist,223853,False,6,0.529,0.445,2,-8.291,1,0.137,0.0274,0.0,0.265,0.0767,138.95,4,1,1,0,0,0,0,0,0,0,0,0,2016
Ariana Grande,Greedy,Dangerous Woman,album,2016-05-20,artist,214906,False,7,0.631,0.707,1,-5.273,1,0.0893,0.0392,0.0,0.104,0.876,109.983,4,1,1,0,0,0,0,0,0,0,0,0,2016
Ariana Grande,Leave Me Lonely,Dangerous Woman,album,2016-05-20,artist,229680,False,8,0.498,0.45,8,-7.452,0,0.0318,0.611,2.18e-05,0.344,0.4,90.569,3,1,1,0,0,0,0,0,0,0,0,0,2016
Ariana Grande,Sometimes,Dangerous Woman,album,2016-05-20,artist,226666,False,10,0.359,0.66,1,-5.396,0,0.289,0.09,0.0,0.343,0.554,79.196,4,1,1,0,0,0,0,0,0,0,0,0,2016
Ariana Grande,Side To Side,Dangerous Woman,album,2016-05-20,artist,226160,True,5,0.648,0.738,6,-5.883,0,0.247,0.0408,0.0,0.292,0.603,159.145,4,1,1,0,0,0,0,0,0,0,0,0,2016
Ariana Grande,I Don't Care,Dangerous Woman,album,2016-05-20,artist,178026,True,11,0.581,0.408,5,-8.225,1,0.0479,0.737,3.54e-06,0.163,0.225,111.83,4,1,1,0,0,0,0,0,0,0,0,0,2016
Ariana Grande,Bad Decisions,Dangerous Woman,album,2016-05-20,artist,226426,True,12,0.699,0.649,4,-5.351,0,0.0433,0.0144,0.0,0.266,0.747,131.957,4,1,1,0,0,0,0,0,0,0,0,0,2016
Ariana Grande,Touch It,Dangerous Woman,album,2016-05-20,artist,260000,False,13,0.287,0.7,7,-4.326,0,0.0499,0.0338,0.0,0.18,0.33,202.317,4,1,1,0,0,0,0,0,0,0,0,0,2016
Ariana Grande,Knew Better / Forever Boy,Dangerous Woman,album,2016-05-20,artist,299213,False,14,0.478,0.4,6,-6.669,1,0.0698,0.213,2.83e-06,0.098,0.372,106.517,4,1,1,0,0,0,0,0,0,0,0,0,2016
Ariana Grande,Everyday,Dangerous Woman,album,2016-05-20,artist,194840,True,9,0.635,0.738,7,-4.424,0,0.0519,0.0192,0.0,0.15,0.428,130.971,4,1,1,0,0,0,0,0,0,0,0,0,2016
Ariana Grande,Into You,Dangerous Woman,album,2016-05-20,artist,244453,False,4,0.636,0.727,9,-5.852,1,0.106,0.0161,1.12e-06,0.151,0.358,107.988,4,1,1,0,0,0,0,0,0,0,0,0,2016
Ariana Grande,Thinking Bout You,Dangerous Woman,album,2016-05-20,artist,200400,True,15,0.51,0.69,11,-5.991,1,0.0711,0.0144,0.000276,0.108,0.426,103.025,4,1,1,0,0,0,0,0,0,0,0,0,2016
Ariana Grande,Be Alright,Dangerous Woman,album,2016-05-20,artist,179293,False,3,0.813,0.468,1,-7.79,0,0.0739,0.198,0.0,0.128,0.641,108.768,4,1,1,0,0,0,0,0,0,0,0,0,2016
Ariana Grande,Dangerous Woman,Dangerous Woman,album,2016-05-20,artist,235946,False,2,0.677,0.604,7,-5.32,1,0.0385,0.0612,0.0,0.353,0.297,134.052,3,1,1,0,0,0,0,0,0,0,0,0,2016
Ariana Grande,Moonlight,Dangerous Woman,album,2016-05-20,artist,202360,False,1,0.368,0.402,9,-7.474,1,0.0398,0.416,2.66e-06,0.0498,0.194,204.045,3,1,1,0,0,0,0,0,0,0,0,0,2016
Bea Miller,yes girl,yes girl,single,2016-05-20,artist,231390,False,1,0.554,0.726,5,-5.021,0,0.0315,0.0565,0.0,0.197,0.286,98.994,4,1,1,0,1,1,1,0,0,0,0,0,2016
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),7/27 (Deluxe),album,2016-05-27,artist,210573,False,6,0.689,0.791,0,-5.194,0,0.053,0.023,0.0,0.0526,0.755,95.04,4,1,1,0,0,0,0,0,0,0,0,0,2016
Fifth Harmony,That's My Girl,7/27 (Deluxe),album,2016-05-27,artist,204013,False,1,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049,4,1,1,0,0,0,0,0,0,0,0,0,2016
Fifth Harmony,Dope,7/27 (Deluxe),album,2016-05-27,artist,212626,True,11,0.719,0.519,0,-6.545,1,0.0494,0.13,0.0,0.0833,0.122,90.995,4,1,1,0,0,0,0,0,0,0,0,0,2016
